CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Rating,Exited,Geography,Gender
605.0,49.0,6.0,0.0,1.0,0.0,0.0,163655.01,-4,1,Paris-France,Male
619.0,39.0,1.0,0.0,1.0,0.0,1.0,180969.55,0,0,Paris-France,Male
676.0,28.0,1.0,69459.05,2.0,1.0,1.0,128461.29,3,0,Paris-France,Male
590.0,19.0,1.0,0.0,2.0,1.0,1.0,77951.84,-3,0,Paris-France,Male
710.0,45.0,7.0,0.0,2.0,1.0,1.0,149894.4,-3,0,Madrid-Spain,Male
637.0,36.0,8.0,0.0,2.0,1.0,1.0,52327.57,0,0,Paris-France,Male
638.0,32.0,2.0,0.0,2.0,1.0,0.0,160129.99,-4,0,Paris-France,Female
584.0,30.0,0.0,100781.54,1.0,1.0,1.0,160979.01,2,0,Berlin-Germany,Male
724.0,31.0,7.0,0.0,2.0,1.0,1.0,9567.39,4,0,Paris-France,Male
614.0,42.0,5.0,0.0,2.0,1.0,1.0,162523.66,-2,0,Paris-France,Male
591.0,44.0,3.0,0.0,1.0,1.0,0.0,80619.17,4,1,Paris-France,Female
719.0,35.0,8.0,123805.03,1.0,1.0,0.0,168035.86,-5,0,Berlin-Germany,Female
598.0,26.0,1.0,141796.43,2.0,1.0,0.0,180801.97,-2,0,Berlin-Germany,Female
597.0,42.0,2.0,113922.47,3.0,1.0,0.0,65986.48,2,1,Berlin-Germany,Female
645.0,36.0,4.0,0.0,2.0,1.0,0.0,181208.47,2,0,Paris-France,Male
707.0,31.0,8.0,0.0,2.0,1.0,1.0,81452.02,1,0,Paris-France,Female
806.0,43.0,4.0,106086.42,1.0,1.0,0.0,26900.63,0,1,Paris-France,Male
703.0,51.0,1.0,121230.38,1.0,0.0,1.0,101954.78,-3,0,Paris-France,Male
616.0,62.0,7.0,0.0,2.0,1.0,1.0,171036.99,4,0,Paris-France,Male
850.0,41.0,4.0,0.0,2.0,0.0,0.0,36642.65,3,0,Madrid-Spain,Male
692.0,43.0,2.0,108731.99,1.0,0.0,0.0,95963.39,-5,1,Berlin-Germany,Male
556.0,30.0,7.0,77967.5,1.0,1.0,1.0,186648.19,1,0,Paris-France,Female
580.0,52.0,8.0,103023.26,1.0,1.0,1.0,22485.64,3,0,Berlin-Germany,Female
714.0,33.0,6.0,0.0,2.0,1.0,0.0,129964.94,-3,0,Paris-France,Male
613.0,33.0,7.0,0.0,1.0,1.0,0.0,156593.09,-3,0,Paris-France,Male
653.0,42.0,0.0,69518.95,2.0,0.0,1.0,121151.1,-2,0,Berlin-Germany,Male
662.0,,5.0,0.0,,1.0,0.0,78833.07,-3,0,Madrid-Spain,Female
753.0,38.0,6.0,138296.31,2.0,1.0,1.0,44731.56,4,0,Paris-France,Female
715.0,33.0,6.0,0.0,2.0,1.0,1.0,128745.69,-1,0,Madrid-Spain,Male
609.0,28.0,0.0,121172.97,1.0,1.0,1.0,85523.24,0,0,Paris-France,Male
508.0,30.0,8.0,121063.9,2.0,0.0,1.0,150839.85,-5,0,Berlin-Germany,Female
678.0,43.0,2.0,0.0,,1.0,0.0,142331.39,-5,0,Paris-France,Female
644.0,42.0,5.0,105163.75,1.0,1.0,1.0,173783.06,1,0,Madrid-Spain,Male
658.0,39.0,3.0,0.0,2.0,1.0,0.0,84175.34,-2,1,Paris-France,Female
754.0,47.0,2.0,0.0,2.0,1.0,1.0,67840.81,-4,0,Paris-France,Male
565.0,41.0,5.0,,1.0,0.0,0.0,161203.5,4,1,Berlin-Germany,Female
725.0,23.0,3.0,0.0,1.0,0.0,1.0,,3,0,Paris-France,Female
595.0,35.0,8.0,0.0,1.0,0.0,1.0,100015.79,-2,0,Madrid-Spain,Male
748.0,33.0,,0.0,1.0,0.0,1.0,134462.29,4,0,Paris-France,Male
613.0,40.0,6.0,0.0,2.0,1.0,0.0,194998.68,-2,0,Madrid-Spain,Male
679.0,25.0,6.0,0.0,2.0,1.0,0.0,104761.4,1,0,Paris-France,Male
634.0,35.0,6.0,116269.01,1.0,1.0,1.0,129964.94,-4,0,Berlin-Germany,Male
562.0,,7.0,0.0,1.0,1.0,0.0,131807.14,-5,1,Paris-France,Female
721.0,48.0,2.0,82327.96,1.0,1.0,0.0,198802.5,3,1,Berlin-Germany,Male
611.0,34.0,7.0,0.0,1.0,0.0,0.0,74593.84,1,0,Paris-France,Male
743.0,35.0,1.0,0.0,2.0,1.0,0.0,65765.22,-3,0,Madrid-Spain,Female
657.0,37.0,9.0,101707.8,1.0,1.0,0.0,123866.28,-3,0,Madrid-Spain,Male
589.0,38.0,,81076.8,1.0,1.0,0.0,187636.06,-2,0,Berlin-Germany,Female
596.0,66.0,2.0,0.0,2.0,1.0,1.0,116747.62,-4,0,Madrid-Spain,Male
678.0,37.0,10.0,135643.7,1.0,1.0,0.0,113428.79,3,0,Madrid-Spain,Male
598.0,20.0,6.0,0.0,2.0,1.0,1.0,48161.18,-4,0,Paris-France,Female
773.0,36.0,3.0,180520.34,2.0,1.0,0.0,131240.08,1,0,Madrid-Spain,Female
586.0,39.0,7.0,0.0,2.0,1.0,1.0,78854.57,2,0,Paris-France,Male
547.0,35.0,6.0,0.0,1.0,1.0,0.0,151767.28,1,0,Paris-France,Male
850.0,54.0,4.0,98710.89,1.0,1.0,0.0,83617.17,3,0,Berlin-Germany,Male
619.0,28.0,,103888.38,,1.0,0.0,180712.62,2,0,Paris-France,Male
627.0,46.0,2.0,0.0,2.0,1.0,1.0,141137.35,2,0,Madrid-Spain,Female
738.0,22.0,8.0,146587.15,1.0,0.0,0.0,107841.86,-2,0,Madrid-Spain,Unknown
695.0,47.0,2.0,0.0,1.0,1.0,,181894.86,-1,1,Madrid-Spain,Female
735.0,43.0,8.0,111827.17,1.0,1.0,0.0,74856.64,-4,1,Berlin-Germany,Female
627.0,38.0,9.0,163726.02,2.0,1.0,0.0,93717.53,-3,1,Berlin-Germany,Female
659.0,45.0,8.0,0.0,2.0,1.0,1.0,130376.68,3,0,Paris-France,Unknown
498.0,30.0,4.0,69617.36,1.0,1.0,,73371.65,-5,0,Paris-France,Male
577.0,30.0,6.0,124969.13,2.0,0.0,1.0,171430.16,-5,0,Paris-France,Male
744.0,39.0,9.0,0.0,2.0,0.0,0.0,138051.46,-1,0,Madrid-Spain,Male
604.0,40.0,10.0,155303.71,1.0,0.0,1.0,113581.85,-4,0,Madrid-Spain,Unknown
452.0,30.0,9.0,114540.38,1.0,1.0,0.0,,-4,0,Berlin-Germany,Male
771.0,56.0,10.0,0.0,1.0,,1.0,25222.6,2,1,Madrid-Spain,Female
712.0,39.0,7.0,105818.71,1.0,1.0,1.0,178361.04,3,1,Berlin-Germany,Female
684.0,46.0,4.0,0.0,2.0,1.0,0.0,181808.98,-5,0,Paris-France,Male
696.0,31.0,4.0,,2.0,0.0,0.0,191074.11,-5,0,Paris-France,Female
682.0,35.0,6.0,0.0,,1.0,0.0,46772.36,-3,0,Paris-France,Male
599.0,34.0,3.0,0.0,1.0,1.0,1.0,180593.45,3,0,Madrid-Spain,Male
639.0,35.0,7.0,109044.3,1.0,1.0,1.0,116747.63,-5,0,Berlin-Germany,Male
684.0,32.0,4.0,0.0,2.0,,1.0,40333.02,-2,0,Paris-France,Male
678.0,33.0,6.0,145737.98,1.0,1.0,1.0,177747.04,-1,1,Berlin-Germany,Female
678.0,33.0,1.0,0.0,2.0,1.0,,131300.24,4,0,Paris-France,Male
692.0,38.0,8.0,0.0,2.0,1.0,1.0,73066.56,-4,0,Paris-France,Male
500.0,65.0,10.0,172170.36,1.0,0.0,1.0,52198.84,2,0,Madrid-Spain,Male
809.0,39.0,3.0,127738.75,2.0,0.0,1.0,177740.58,-3,0,Berlin-Germany,Female
721.0,44.0,4.0,0.0,2.0,1.0,0.0,175399.14,2,0,Paris-France,Male
605.0,55.0,5.0,139825.34,1.0,0.0,1.0,143681.97,-2,1,Berlin-Germany,Female
817.0,40.0,8.0,0.0,2.0,1.0,0.0,176750.81,-4,0,Paris-France,Male
714.0,40.0,3.0,0.0,2.0,1.0,0.0,199378.98,-4,0,Paris-France,Female
744.0,36.0,4.0,136492.92,2.0,0.0,1.0,116951.1,-2,0,Paris-France,Male
775.0,39.0,3.0,0.0,2.0,1.0,1.0,162719.69,1,0,Paris-France,Female
714.0,39.0,2.0,137780.66,1.0,1.0,1.0,146700.91,4,0,Madrid-Spain,Female
710.0,40.0,2.0,154251.67,2.0,1.0,1.0,118319.5,2,0,Madrid-Spain,Male
715.0,42.0,4.0,175159.9,1.0,0.0,0.0,67124.48,0,0,Paris-France,Female
636.0,35.0,2.0,142015.76,2.0,1.0,0.0,114323.66,2,0,Paris-France,Female
605.0,65.0,5.0,0.0,2.0,1.0,1.0,183598.77,-5,0,Paris-France,Female
773.0,29.0,8.0,153870.52,1.0,1.0,0.0,171762.87,0,0,Paris-France,Male
737.0,36.0,,0.0,1.0,1.0,0.0,100834.22,2,0,Paris-France,Male
646.0,46.0,5.0,108760.46,1.0,1.0,1.0,91775.51,1,0,Unknown,Male
646.0,44.0,3.0,,1.0,1.0,1.0,107876.2,-4,1,Berlin-Germany,Female
637.0,46.0,1.0,0.0,2.0,1.0,0.0,141359.19,2,0,Madrid-Spain,Male
850.0,34.0,1.0,116537.87,1.0,1.0,1.0,83090.05,-1,0,Berlin-Germany,Male
571.0,36.0,8.0,0.0,2.0,1.0,0.0,38773.74,4,0,Paris-France,Male
602.0,27.0,8.0,0.0,2.0,0.0,0.0,1710.89,-3,0,Paris-France,Unknown
792.0,31.0,7.0,0.0,2.0,1.0,0.0,131736.23,3,0,Madrid-Spain,Female
667.0,40.0,5.0,0.0,2.0,0.0,0.0,131756.51,-5,0,Paris-France,Female
671.0,37.0,1.0,0.0,2.0,1.0,1.0,131778.58,-1,0,Paris-France,Female
639.0,26.0,2.0,0.0,2.0,1.0,0.0,121312.19,0,0,Paris-France,Female
660.0,35.0,,,2.0,1.0,0.0,91580.96,0,0,Berlin-Germany,Male
703.0,37.0,9.0,108289.28,,1.0,0.0,146895.74,-1,0,Berlin-Germany,Female
756.0,60.0,3.0,0.0,1.0,,0.0,94538.96,-2,1,Madrid-Spain,Female
639.0,42.0,6.0,120825.7,3.0,1.0,0.0,75585.48,-1,1,Paris-France,Male
651.0,26.0,6.0,142669.93,1.0,1.0,1.0,147720.52,-5,0,Berlin-Germany,Male
627.0,33.0,6.0,0.0,1.0,1.0,0.0,152235.3,-5,0,Paris-France,Male
746.0,57.0,3.0,137492.35,2.0,1.0,0.0,170142.09,2,1,Paris-France,Male
728.0,34.0,1.0,105599.28,,0.0,0.0,93983.97,-1,0,Berlin-Germany,Male
626.0,28.0,2.0,0.0,2.0,0.0,1.0,125986.88,-3,0,Paris-France,Male
730.0,37.0,1.0,125510.96,1.0,1.0,1.0,141175.92,0,0,Berlin-Germany,Male
581.0,35.0,0.0,0.0,1.0,0.0,0.0,143980.54,-1,1,Paris-France,Female
591.0,56.0,0.0,0.0,1.0,1.0,0.0,92814.84,0,1,Paris-France,Male
783.0,37.0,6.0,144543.98,1.0,0.0,1.0,167036.94,-4,0,Paris-France,Male
833.0,34.0,10.0,0.0,2.0,1.0,0.0,64716.08,-2,0,Madrid-Spain,Male
682.0,31.0,7.0,52831.13,1.0,0.0,0.0,103901.27,-3,0,Paris-France,Male
686.0,34.0,5.0,0.0,2.0,1.0,1.0,62810.91,1,0,Paris-France,Male
679.0,29.0,5.0,0.0,2.0,0.0,1.0,140168.36,4,0,Paris-France,Male
675.0,39.0,1.0,0.0,2.0,1.0,1.0,152497.1,0,0,Paris-France,Male
675.0,42.0,2.0,0.0,1.0,1.0,0.0,54449.24,-4,1,Paris-France,Male
644.0,45.0,5.0,92786.66,1.0,1.0,0.0,173365.9,-3,0,Paris-France,Female
621.0,34.0,8.0,91258.52,2.0,1.0,0.0,44857.4,-4,1,Berlin-Germany,Female
521.0,33.0,4.0,128743.76,1.0,1.0,0.0,60774.58,2,0,Paris-France,Female
549.0,33.0,9.0,140004.96,1.0,1.0,1.0,94670.77,-4,0,Berlin-Germany,Female
644.0,36.0,5.0,0.0,2.0,1.0,1.0,144290.97,1,0,Paris-France,Female
535.0,33.0,3.0,133040.32,1.0,,1.0,110299.78,-1,0,Paris-France,Male
694.0,24.0,6.0,127117.8,1.0,0.0,1.0,136520.78,-4,1,Paris-France,Female
738.0,66.0,8.0,90971.85,1.0,0.0,1.0,160810.85,0,0,Paris-France,Male
710.0,30.0,4.0,133970.22,2.0,1.0,1.0,96881.32,-3,0,Paris-France,Male
661.0,32.0,5.0,0.0,2.0,1.0,1.0,85890.16,1,0,Madrid-Spain,Male
679.0,20.0,7.0,113672.18,1.0,0.0,0.0,74580.8,-5,0,Paris-France,Female
598.0,37.0,5.0,0.0,2.0,0.0,0.0,,-4,0,Paris-France,Male
646.0,32.0,7.0,117022.22,1.0,1.0,1.0,58632.55,0,0,Paris-France,Female
681.0,46.0,4.0,0.0,1.0,1.0,0.0,145700.22,2,1,Paris-France,Female
757.0,29.0,3.0,0.0,2.0,1.0,0.0,151871.84,-3,0,Paris-France,Female
684.0,38.0,9.0,0.0,2.0,1.0,0.0,88659.37,2,0,Paris-France,Unknown
544.0,41.0,8.0,0.0,2.0,,1.0,167092.82,-2,0,Madrid-Spain,Female
636.0,47.0,9.0,127638.34,1.0,1.0,0.0,160162.39,2,1,Berlin-Germany,Male
805.0,33.0,5.0,61671.48,2.0,1.0,0.0,181852.12,-1,0,Berlin-Germany,Male
733.0,39.0,5.0,0.0,2.0,0.0,0.0,160870.29,1,0,Paris-France,Female
555.0,38.0,10.0,43028.77,1.0,1.0,1.0,170514.21,3,0,Paris-France,Male
686.0,31.0,8.0,0.0,2.0,1.0,0.0,138526.96,1,0,Paris-France,Male
615.0,31.0,,94439.37,2.0,1.0,0.0,161807.31,-4,0,Paris-France,Male
833.0,39.0,6.0,0.0,2.0,1.0,0.0,149665.69,4,0,Paris-France,Male
678.0,40.0,9.0,0.0,2.0,0.0,,196288.46,-3,0,Paris-France,Male
705.0,39.0,8.0,122570.69,2.0,1.0,,199005.88,0,0,Madrid-Spain,Female
648.0,34.0,7.0,0.0,2.0,1.0,1.0,47722.09,-4,0,Paris-France,Male
746.0,30.0,3.0,0.0,,1.0,1.0,28257.96,-2,0,Madrid-Spain,Male
775.0,57.0,1.0,0.0,2.0,1.0,1.0,54949.51,-1,0,Paris-France,Female
812.0,57.0,6.0,154575.76,1.0,1.0,1.0,162719.39,-1,1,Berlin-Germany,Male
683.0,26.0,4.0,148667.81,1.0,1.0,0.0,163584.85,0,0,Paris-France,Male
588.0,34.0,8.0,0.0,2.0,0.0,1.0,187816.59,1,0,Madrid-Spain,Male
668.0,26.0,5.0,75339.64,1.0,1.0,1.0,70665.16,-4,0,Paris-France,Female
576.0,32.0,2.0,148843.56,1.0,1.0,1.0,69414.13,-3,0,Madrid-Spain,Female
706.0,34.0,3.0,0.0,1.0,1.0,1.0,123683.8,2,0,Madrid-Spain,Male
834.0,46.0,3.0,0.0,1.0,0.0,0.0,57848.52,-3,1,Paris-France,Female
729.0,,7.0,0.0,2.0,,0.0,147090.38,-1,0,Paris-France,Male
758.0,30.0,5.0,0.0,1.0,0.0,1.0,134473.09,2,0,Madrid-Spain,Female
584.0,42.0,0.0,0.0,2.0,1.0,0.0,198134.9,-4,0,Paris-France,Female
632.0,44.0,6.0,126066.26,1.0,0.0,1.0,64345.61,2,0,Berlin-Germany,Male
653.0,39.0,5.0,0.0,2.0,0.0,0.0,121211.13,-3,0,Paris-France,Male
605.0,32.0,2.0,141806.83,1.0,1.0,1.0,172467.94,3,0,Paris-France,Male
542.0,36.0,6.0,116968.95,1.0,0.0,1.0,49594.02,3,0,Madrid-Spain,Female
641.0,41.0,2.0,0.0,2.0,1.0,0.0,48228.1,-2,0,Madrid-Spain,Female
633.0,33.0,4.0,0.0,2.0,1.0,0.0,131754.45,-2,0,Madrid-Spain,Female
533.0,29.0,,0.0,2.0,1.0,1.0,107415.02,-2,0,Paris-France,Female
641.0,37.0,1.0,148045.45,2.0,0.0,1.0,196395.25,-3,0,Paris-France,Male
663.0,41.0,2.0,0.0,2.0,1.0,0.0,147545.65,-4,0,Paris-France,Male
554.0,32.0,7.0,0.0,2.0,0.0,0.0,98949.85,-4,0,Paris-France,Male
736.0,35.0,6.0,0.0,2.0,1.0,0.0,164241.67,0,0,Paris-France,Male
694.0,36.0,4.0,0.0,2.0,1.0,1.0,140754.19,0,0,Paris-France,Male
732.0,32.0,8.0,95858.37,1.0,0.0,0.0,79222.02,4,0,Paris-France,Male
694.0,38.0,6.0,121527.4,1.0,1.0,0.0,113481.02,-4,0,Madrid-Spain,Male
498.0,38.0,5.0,141038.57,1.0,1.0,1.0,74945.11,4,0,Paris-France,Female
545.0,33.0,2.0,148843.56,2.0,0.0,1.0,25165.36,-2,0,Paris-France,Female
764.0,25.0,1.0,75990.97,1.0,0.0,1.0,158323.81,3,0,Paris-France,Female
663.0,30.0,8.0,0.0,2.0,1.0,0.0,182988.94,0,0,Paris-France,Male
566.0,48.0,5.0,118614.6,1.0,1.0,1.0,172601.62,4,1,Berlin-Germany,Male
686.0,32.0,3.0,0.0,2.0,1.0,1.0,81753.96,-3,0,Paris-France,Female
628.0,32.0,7.0,0.0,2.0,1.0,1.0,131389.39,-4,0,Paris-France,Male
697.0,44.0,6.0,98862.54,1.0,1.0,1.0,80552.11,0,0,Paris-France,Male
651.0,30.0,6.0,0.0,2.0,1.0,0.0,,-5,0,Paris-France,Male
554.0,43.0,1.0,99812.39,1.0,0.0,0.0,105558.25,0,1,Berlin-Germany,Male
645.0,39.0,2.0,0.0,1.0,1.0,0.0,86410.29,0,0,Paris-France,Male
588.0,21.0,5.0,0.0,2.0,1.0,1.0,189607.71,-1,0,Paris-France,Female
663.0,25.0,2.0,122950.19,1.0,1.0,0.0,74898.6,1,0,Paris-France,Female
724.0,29.0,6.0,0.0,2.0,0.0,0.0,64729.51,1,1,Paris-France,Female
659.0,60.0,10.0,168920.75,1.0,1.0,1.0,31445.03,-1,0,Paris-France,Female
661.0,42.0,6.0,0.0,2.0,1.0,0.0,177794.84,3,0,Paris-France,Female
637.0,23.0,3.0,141665.55,1.0,1.0,1.0,71426.68,0,0,Paris-France,Male
769.0,38.0,6.0,0.0,2.0,1.0,1.0,59864.96,-5,0,Paris-France,Male
756.0,39.0,10.0,89728.86,2.0,1.0,0.0,9217.55,-2,0,Berlin-Germany,Female
549.0,29.0,9.0,0.0,2.0,1.0,1.0,139953.94,3,0,Paris-France,Male
707.0,34.0,8.0,0.0,2.0,0.0,1.0,140763.18,2,0,Madrid-Spain,Female
641.0,31.0,2.0,127476.39,1.0,0.0,0.0,72854.99,1,0,Berlin-Germany,Female
604.0,22.0,8.0,0.0,2.0,1.0,0.0,70548.92,3,0,Madrid-Spain,Male
734.0,32.0,,0.0,1.0,1.0,1.0,176036.01,1,0,Madrid-Spain,Female
629.0,37.0,1.0,113743.37,1.0,1.0,0.0,28332.0,1,0,Madrid-Spain,Male
769.0,31.0,1.0,0.0,2.0,1.0,,144559.19,-3,0,Paris-France,Female
520.0,53.0,2.0,92936.74,2.0,1.0,0.0,176924.04,-3,0,Berlin-Germany,Female
730.0,31.0,6.0,127772.29,,1.0,0.0,73073.65,3,0,Paris-France,Female
727.0,73.0,1.0,0.0,2.0,1.0,1.0,122937.57,3,0,Paris-France,Female
595.0,,8.0,0.0,1.0,1.0,0.0,60778.11,-3,1,Paris-France,Female
850.0,45.0,6.0,148071.39,1.0,1.0,0.0,183575.01,2,0,Paris-France,Male
754.0,57.0,4.0,101134.87,1.0,1.0,0.0,,0,1,Berlin-Germany,Male
634.0,31.0,2.0,133384.66,2.0,1.0,1.0,101667.0,3,1,Madrid-Spain,Male
644.0,41.0,2.0,0.0,2.0,1.0,1.0,79928.41,-5,0,Paris-France,Male
624.0,33.0,6.0,123906.85,2.0,1.0,0.0,118866.79,3,0,Paris-France,Male
807.0,43.0,8.0,115029.4,1.0,0.0,0.0,106036.97,3,0,Paris-France,Female
708.0,43.0,0.0,118994.84,1.0,1.0,1.0,181499.77,-2,0,Berlin-Germany,Female
675.0,36.0,9.0,136674.55,2.0,1.0,1.0,107125.79,-2,0,Berlin-Germany,Female
653.0,31.0,2.0,0.0,2.0,1.0,0.0,152872.39,-5,0,Paris-France,Male
649.0,49.0,1.0,119530.52,1.0,1.0,0.0,51536.4,3,0,Berlin-Germany,Male
806.0,37.0,5.0,0.0,1.0,1.0,0.0,150685.52,-5,1,Paris-France,Male
763.0,30.0,1.0,0.0,2.0,1.0,0.0,31892.82,4,0,Madrid-Spain,Female
591.0,31.0,2.0,0.0,2.0,1.0,1.0,92826.35,3,0,Paris-France,Male
654.0,40.0,1.0,144757.97,2.0,1.0,1.0,166656.18,-1,1,Berlin-Germany,Male
578.0,41.0,5.0,134571.02,1.0,1.0,0.0,146798.53,2,1,Paris-France,Female
585.0,41.0,8.0,0.0,2.0,1.0,0.0,131301.74,-1,0,Paris-France,Male
645.0,34.0,3.0,0.0,2.0,1.0,0.0,163547.5,2,0,Paris-France,Male
413.0,39.0,2.0,130969.77,2.0,1.0,0.0,158891.79,-5,1,Madrid-Spain,Male
571.0,,1.0,152674.79,1.0,1.0,0.0,92865.53,2,0,Paris-France,Male
832.0,55.0,2.0,114446.87,1.0,1.0,0.0,52894.01,1,1,Berlin-Germany,Female
698.0,36.0,1.0,0.0,1.0,0.0,1.0,179618.17,-4,0,Paris-France,Male
597.0,44.0,5.0,148595.55,1.0,1.0,1.0,74838.64,-5,0,Paris-France,Female
727.0,24.0,0.0,0.0,2.0,1.0,0.0,140769.45,-4,0,Paris-France,Female
610.0,38.0,9.0,0.0,2.0,1.0,0.0,28415.36,4,0,Paris-France,Male
651.0,31.0,3.0,0.0,2.0,0.0,1.0,151671.79,1,0,Madrid-Spain,Male
656.0,37.0,7.0,0.0,2.0,1.0,0.0,60745.24,-2,0,Paris-France,Female
632.0,34.0,2.0,0.0,,1.0,1.0,148528.24,2,0,Paris-France,Male
538.0,35.0,,0.0,2.0,1.0,1.0,41192.95,-5,0,Madrid-Spain,Female
627.0,38.0,3.0,0.0,2.0,0.0,0.0,,4,0,Paris-France,Male
558.0,42.0,6.0,129722.57,1.0,1.0,1.0,132404.64,1,0,Berlin-Germany,Male
678.0,38.0,1.0,0.0,2.0,1.0,1.0,,-3,0,Madrid-Spain,Male
642.0,43.0,4.0,103294.56,2.0,1.0,0.0,160548.12,-4,0,Madrid-Spain,Male
580.0,41.0,4.0,95696.52,2.0,1.0,1.0,91196.67,2,0,Paris-France,Female
656.0,34.0,9.0,121532.5,2.0,1.0,0.0,121151.1,-5,0,Berlin-Germany,Female
589.0,38.0,,0.0,1.0,1.0,1.0,95483.48,-1,0,Paris-France,Male
585.0,40.0,7.0,0.0,1.0,1.0,1.0,182055.36,-1,0,Paris-France,Male
645.0,28.0,9.0,0.0,2.0,,0.0,140947.05,3,0,Paris-France,Unknown
595.0,33.0,3.0,0.0,2.0,0.0,1.0,115818.81,-4,0,Madrid-Spain,Female
586.0,56.0,7.0,0.0,1.0,1.0,1.0,84422.33,-1,1,Paris-France,Unknown
505.0,35.0,5.0,0.0,2.0,1.0,1.0,62347.71,2,0,Paris-France,Female
703.0,47.0,2.0,131908.35,3.0,1.0,0.0,72500.68,-5,1,Berlin-Germany,Female
752.0,35.0,5.0,121525.51,2.0,1.0,1.0,150507.29,-5,0,Paris-France,Female
567.0,,1.0,0.0,2.0,0.0,1.0,8555.73,3,0,Paris-France,Male
684.0,34.0,4.0,0.0,2.0,0.0,0.0,116548.02,1,0,Paris-France,Male
678.0,32.0,9.0,0.0,2.0,1.0,0.0,148882.58,2,0,Paris-France,Male
535.0,44.0,2.0,0.0,2.0,1.0,1.0,136330.26,1,0,Paris-France,Female
562.0,35.0,7.0,0.0,2.0,1.0,0.0,48869.67,-5,0,Paris-France,Male
633.0,34.0,3.0,0.0,2.0,0.0,1.0,167984.72,-4,0,Paris-France,Male
632.0,38.0,2.0,0.0,2.0,1.0,0.0,79723.78,-5,0,Madrid-Spain,Male
614.0,,0.0,120711.73,,0.0,0.0,27345.18,-5,0,Berlin-Germany,Male
569.0,28.0,3.0,100032.52,1.0,1.0,1.0,,2,0,Berlin-Germany,Male
694.0,38.0,7.0,195926.39,1.0,1.0,1.0,85522.84,-4,0,Paris-France,Male
681.0,38.0,4.0,181804.34,,1.0,1.0,57517.71,-1,0,Berlin-Germany,Female
614.0,46.0,6.0,0.0,2.0,1.0,1.0,109041.53,0,0,Paris-France,Female
558.0,28.0,4.0,0.0,2.0,1.0,0.0,131807.14,-2,0,Madrid-Spain,Male
363.0,28.0,6.0,0.0,2.0,0.0,0.0,100615.14,-3,0,Madrid-Spain,Male
689.0,41.0,9.0,123845.28,2.0,1.0,0.0,27862.58,-2,0,Berlin-Germany,Female
706.0,39.0,5.0,0.0,2.0,1.0,0.0,94790.34,-1,0,Madrid-Spain,Female
587.0,35.0,4.0,0.0,2.0,1.0,1.0,98820.09,1,0,Madrid-Spain,Male
762.0,31.0,3.0,131151.09,1.0,1.0,0.0,79415.78,-2,0,Berlin-Germany,Unknown
695.0,43.0,5.0,0.0,2.0,1.0,0.0,180800.42,-3,0,Paris-France,Male
684.0,36.0,5.0,0.0,,1.0,0.0,94767.77,2,0,Paris-France,Male
637.0,39.0,4.0,118235.2,2.0,0.0,1.0,149913.87,4,0,Paris-France,Female
667.0,45.0,8.0,124693.48,1.0,1.0,0.0,187194.15,2,0,Madrid-Spain,Male
599.0,24.0,3.0,0.0,2.0,1.0,0.0,141069.49,3,0,Paris-France,Female
651.0,41.0,,171490.78,1.0,0.0,1.0,150468.35,-2,0,Berlin-Germany,Male
584.0,42.0,0.0,141581.71,2.0,1.0,1.0,51705.06,-4,0,Berlin-Germany,Male
704.0,27.0,2.0,142905.51,2.0,1.0,1.0,131259.6,3,0,Berlin-Germany,Female
651.0,34.0,8.0,0.0,2.0,0.0,0.0,187816.59,-4,0,Paris-France,Female
714.0,27.0,1.0,105426.5,1.0,1.0,0.0,87537.32,4,0,Unknown,Female
629.0,35.0,10.0,139914.17,1.0,0.0,1.0,51554.58,-2,0,Madrid-Spain,Unknown
617.0,34.0,2.0,0.0,2.0,1.0,,171099.99,-3,0,Paris-France,Male
595.0,40.0,1.0,0.0,2.0,0.0,1.0,141827.83,4,0,Paris-France,Female
833.0,60.0,3.0,0.0,2.0,0.0,1.0,140886.58,-2,0,Madrid-Spain,Male
727.0,42.0,9.0,151218.98,1.0,1.0,1.0,9086.73,-3,0,Paris-France,Male
681.0,51.0,4.0,132623.76,,1.0,0.0,95583.45,4,1,Berlin-Germany,Male
495.0,40.0,1.0,140197.71,1.0,1.0,,150720.39,-1,0,Madrid-Spain,Male
663.0,33.0,,166031.45,1.0,1.0,0.0,131736.23,-2,0,Berlin-Germany,Male
674.0,30.0,3.0,0.0,2.0,0.0,1.0,180595.02,-2,0,Paris-France,Male
699.0,41.0,7.0,0.0,2.0,0.0,0.0,49480.66,3,1,Paris-France,Female
711.0,38.0,,0.0,2.0,1.0,0.0,38308.34,0,0,Paris-France,Unknown
684.0,26.0,7.0,0.0,2.0,0.0,1.0,199249.29,3,0,Paris-France,Female
696.0,28.0,2.0,0.0,1.0,1.0,0.0,84533.24,-5,0,Paris-France,Female
621.0,29.0,8.0,127585.98,2.0,1.0,0.0,51548.14,-1,0,Berlin-Germany,Male
806.0,43.0,3.0,0.0,2.0,0.0,1.0,187915.45,1,0,Paris-France,Female
719.0,25.0,9.0,0.0,1.0,0.0,0.0,92768.84,-3,1,Paris-France,Female
694.0,28.0,6.0,98899.76,2.0,0.0,1.0,105760.06,1,0,Paris-France,Male
